"","Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice","has.alley","Has.Basement","Has.Fireplace","Has.Garage","Has.Pool","Has.Wood.Deck","Has.Open.Porch","Has.X3Ssn.Porch","Has.Screen.Porch"
"2519",2519,533253030,"120","RL",68,3760,"Pave",1,"Lvl","other",0,"Greens","norm","norm","Twnhs","1Story",8,5,1980,1980,"Gable","CompShg","other","Wd Sdng","None",0,3,"TA","CBlock",4,3,4,"GLQ",1009,"other",182,44,1235,"GasA",3,"Y","SBrkr",1235,0,0,1235,1,0,1,0,1,1,2,4,"Typ",3,3,"Attchd",1980,3,2,484,3,"TA","Paved",0,0,0,5,2006,"WD ","Normal",214000,"0",1,0,0,0,1,1,0,0
"2637",2637,902100130,"70","other",57,9906,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","2Story",4,4,1925,1950,"Gable","CompShg","other","MetalSd","None",0,2,"TA","CBlock",3,3,1,"Unf",0,"Unf",0,686,686,"GasA",1,"N","SBrkr",810,518,0,1328,0,0,1,0,3,1,2,8,"Typ",0,0,"Detchd",1940,1,1,210,3,"TA","Paved",0,0,0,9,2006,"WD ","Family",107000,"1",1,1,0,0,0,1,0,0
"1334",1334,903225160,"70","other",59,5870,"Pave",0,"Lvl","other",0,"BrkSide","other","other","1Fam","2Story",6,9,1900,2000,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"Gd","BrkTil",3,3,1,"Unf",0,"Unf",0,554,554,"GasA",4,"Y","SBrkr",736,554,0,1290,0,0,1,1,3,1,2,6,"Typ",0,0,"Detchd",1926,1,1,200,2,"TA","Paved",NA,1,400,4,2008,"WD ","Normal",106900,"0",1,1,0,0,1,1,0,0
"1721",1721,528181070,"120","RL",34,4590,"Pave",0,"Lvl","Inside",0,"NridgHt","norm","norm","Twnhs","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","other",108,3,"TA","PConc",4,4,2,"GLQ",24,"Unf",0,1530,1554,"GasA",4,"Y","SBrkr",1554,0,0,1554,0,0,2,0,2,1,3,6,"Typ",1,4,"Attchd",2006,2,2,627,3,"TA","Paved",0,0,0,5,2007,"other","Normal",209500,"0",1,0,0,0,1,1,0,0
"2907",2907,923203100,"120","other",32,4500,"Pave",0,"Lvl","other",0,"Mitchel","norm","norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,2,"Gd","PConc",5,4,1,"GLQ",1201,"Unf",0,36,1237,"GasA",4,"Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,2,5,"Typ",0,0,"Attchd",1998,3,2,405,3,"TA","Paved",0,0,0,3,2006,"WD ","Normal",153500,"0",1,1,0,0,0,1,0,0
"2657",2657,902207110,"30","other",48,5747,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","1Story",3,4,1920,1950,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","PConc",3,3,1,"Unf",0,"Unf",0,798,798,"GasA",3,"Y","SBrkr",840,0,0,840,0,0,1,0,2,1,1,5,"Typ",0,0,"Detchd",1938,1,1,250,3,"Fa","Unpaved",0,0,0,6,2006,"WD ","Normal",64000,"0",1,1,0,0,1,0,0,0
"1393",1393,905202230,"20","RL",68,13500,"Pave",0,"Lvl","Inside",0,"ClearCr","norm","norm","1Fam","1Story",6,7,1960,1975,"other","CompShg","other","Plywood","None",0,2,"TA","CBlock",4,3,4,"BLQ",429,"other",1080,93,1602,"GasA",3,"Y","SBrkr",1252,0,0,1252,1,0,1,0,1,1,2,4,"Typ",1,4,"Attchd",1960,2,2,564,3,"TA","Paved",0,0,0,3,2008,"WD ","Normal",235000,"0",1,0,0,0,1,0,0,0
"185",185,902327040,"50","other",60,10800,"Pave",0,"Lvl","Inside",0,"OldTown","other","norm","1Fam","1.5Fin",5,6,1915,1950,"Gable","CompShg","other","MetalSd","None",0,2,"Gd","PConc",2,3,1,"LwQ",686,"Unf",0,0,686,"GasA",2,"Y","SBrkr",966,686,0,1652,1,0,2,0,4,1,2,7,"Typ",0,0,"Detchd",1961,1,1,416,3,"TA","Paved",0,1,1200,6,2010,"WD ","Normal",139000,"0",1,1,0,0,0,0,0,0
"362",362,527164090,"60","RL",65,8125,"Pave",0,"Lvl","Inside",0,"Gilbert","norm","norm","1Fam","2Story",6,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"TA","PConc",4,3,1,"Unf",0,"Unf",0,702,702,"GasA",3,"Y","SBrkr",702,779,0,1481,0,0,2,1,3,1,2,6,"Typ",1,3,"Attchd",1994,3,2,343,3,"TA","Paved",0,0,0,3,2009,"WD ","Normal",174000,"0",1,0,0,0,0,1,0,0
"181",181,902206240,"50","other",68,8239,"Pave",0,"Lvl","Inside",0,"OldTown","other","norm","1Fam","1.5Fin",5,6,1920,1962,"Gable","CompShg","other","MetalSd","None",0,2,"TA","BrkTil",3,3,1,"Rec",176,"Unf",0,832,1008,"GasA",2,"Y","SBrkr",1060,185,0,1245,0,0,1,0,3,1,2,6,"Typ",0,0,"Detchd",1962,1,1,315,3,"TA","Paved",0,0,0,3,2010,"WD ","Normal",100000,"0",1,1,0,0,0,0,0,0
"2070",2070,905226170,"20","RL",85,13770,"Pave",0,"Lvl","other",0,"Sawyer","other","norm","1Fam","1Story",5,6,1958,1998,"Gable","CompShg","Plywood","Plywood","BrkFace",340,2,"TA","CBlock",3,3,2,"Rec",190,"other",873,95,1158,"GasA",2,"Y","SBrkr",1176,0,0,1176,1,0,1,0,3,1,2,6,"Typ",2,4,"Attchd",1958,1,1,303,3,"TA","Paved",0,0,0,10,2007,"other","Normal",137000,"0",1,0,0,0,0,0,0,0
"710",710,902205030,"50","other",50,5925,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","1.5Fin",3,6,1910,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","BrkTil",3,3,1,"Unf",0,"Unf",0,600,600,"other",1,"N","SBrkr",600,368,0,968,0,0,1,0,2,1,2,6,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Paved",2,0,0,5,2009,"WD ","Abnorml",37900,"0",1,1,1,0,0,0,0,0
"422",422,528102140,"60","RL",110,14257,"Pave",0,"Lvl","Inside",0,"NridgHt","other","norm","1Fam","2Story",9,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","other",726,4,"TA","PConc",5,3,1,"GLQ",1360,"Unf",0,416,1776,"GasA",4,"Y","SBrkr",1794,978,0,2772,1,0,3,1,4,1,4,10,"Typ",3,4,"BuiltIn",2007,3,3,754,3,"TA","Paved",0,0,0,6,2009,"WD ","Normal",462000,"0",1,0,0,0,1,1,0,0
"389",389,527375180,"20","RL",78,10140,"Pave",0,"Lvl","Inside",0,"NWAmes","norm","norm","1Fam","1Story",6,6,1974,1974,"Hip","CompShg","Plywood","Plywood","BrkFace",196,2,"TA","CBlock",3,3,1,"ALQ",888,"Unf",0,228,1116,"GasA",4,"Y","SBrkr",1116,0,0,1116,1,0,2,0,3,1,2,6,"Typ",1,3,"Attchd",1974,2,2,528,3,"TA","Paved",2,0,0,4,2009,"WD ","Normal",167900,"0",1,0,0,0,0,0,0,0
"608",608,534402060,"20","RL",115,10500,"Pave",1,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,5,1964,1964,"Gable","CompShg","HdBoard","HdBoard","other",144,2,"Gd","CBlock",3,3,1,"LwQ",998,"Unf",0,294,1292,"GasA",2,"Y","SBrkr",1292,0,0,1292,1,0,1,1,3,1,2,6,"Typ",2,4,"Detchd",1964,1,2,520,3,"TA","Paved",0,0,0,7,2009,"other","Abnorml",145100,"0",1,0,0,0,0,1,0,1
"193",193,903206120,"75","RL",68,7793,"Pave",1,"Bnk","other",0,"BrkSide","norm","norm","1Fam","2.5Unf",7,7,1922,2005,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","BrkTil",4,3,1,"BLQ",474,"Unf",0,634,1108,"GasA",2,"N","other",1160,908,0,2068,0,0,1,1,3,1,3,8,"Typ",1,4,"Detchd",1928,1,1,315,3,"TA","Paved",0,0,0,5,2010,"WD ","Normal",209500,"0",1,0,0,0,0,0,0,0
"2207",2207,909254140,"30","RL",40,4280,"Pave",0,"Lvl","Inside",0,"Crawfor","norm","norm","1Fam","1Story",5,6,1913,2002,"Gable","CompShg","other","other","None",0,2,"TA","PConc",3,3,1,"LwQ",365,"Unf",0,75,440,"GasA",2,"N","SBrkr",694,0,0,694,0,0,1,0,2,1,3,4,"Typ",1,4,"Detchd",1990,1,1,352,4,"TA","Unpaved",NA,0,0,3,2007,"WD ","Normal",90350,"0",1,0,0,0,0,0,0,0
"769",769,905101260,"80","RL",70,12886,"Pave",1,"Lvl","Inside",0,"Sawyer","norm","norm","1Fam","SLvl",5,6,1963,1999,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"TA","CBlock",4,3,3,"ALQ",444,"Unf",0,76,520,"GasA",4,"Y","SBrkr",1464,0,0,1464,0,1,2,0,3,1,2,6,"BelowTyp",1,3,"Attchd",1997,2,2,480,3,"TA","Paved",0,0,0,10,2009,"WD ","Normal",175000,"0",1,0,0,0,1,0,0,1
"232",232,905202090,"20","RL",60,9600,"Pave",0,"Lvl","Inside",0,"Sawyer","norm","norm","1Fam","1Story",4,7,1950,1995,"Gable","CompShg","VinylSd","HdBoard","None",0,2,"TA","CBlock",4,3,1,"BLQ",442,"Unf",0,625,1067,"GasA",2,"Y","SBrkr",1067,0,0,1067,0,0,2,0,2,1,3,4,"BelowTyp",0,0,"Attchd",1996,1,2,436,3,"TA","Paved",0,0,0,2,2010,"WD ","Normal",128000,"0",1,1,0,0,1,0,0,0
"2323",2323,527146135,"160","RL",68,13108,"Pave",1,"Lvl","Inside",0,"StoneBr","norm","norm","1Fam","2Story",8,5,1994,1994,"Gable","CompShg","other","CmentBd","None",0,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,2062,2062,"GasA",4,"Y","SBrkr",2079,608,0,2687,0,0,2,1,4,1,3,9,"Typ",0,0,"Attchd",1994,3,2,618,3,"TA","Paved",0,0,0,12,2006,"WD ","Normal",270000,"0",1,1,0,0,1,1,0,0
"2137",2137,907200250,"80","RL",72,9720,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","SLvl",5,7,1977,1977,"Gable","CompShg","Plywood","VinylSd","BrkFace",51,2,"TA","CBlock",3,5,3,"ALQ",755,"Unf",0,240,995,"GasA",2,"Y","SBrkr",1009,0,0,1009,0,0,2,0,3,1,2,6,"Typ",1,2,"Detchd",1977,1,2,576,3,"TA","Paved",NA,0,0,6,2007,"WD ","Normal",160000,"0",1,0,0,0,0,0,0,0
"826",826,906380100,"20","RL",122,11923,"Pave",1,"Lvl","other",0,"CollgCr","norm","norm","1Fam","1Story",9,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",5,3,1,"Unf",0,"Unf",0,1800,1800,"GasA",4,"Y","SBrkr",1800,0,0,1800,0,0,2,0,2,1,4,7,"Typ",0,0,"Attchd",2007,3,2,702,3,"TA","Paved",0,0,0,5,2009,"WD ","Normal",239000,"0",1,1,0,0,1,1,0,0
"1192",1192,534177180,"60","RL",90,10800,"Pave",0,"Lvl","Inside",0,"NWAmes","norm","norm","1Fam","2Story",6,7,1974,1997,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"TA","CBlock",3,3,1,"ALQ",956,"other",182,384,1522,"GasA",2,"Y","SBrkr",1548,1066,0,2614,0,0,2,1,4,1,2,9,"Typ",1,3,"Attchd",1974,2,2,624,3,"TA","Paved",0,0,0,6,2008,"WD ","Normal",240000,"0",1,0,0,0,1,1,0,0
"2075",2075,905376090,"20","RL",68,17541,"Pave",1,"Lvl","other",0,"Edwards","norm","norm","1Fam","1Story",5,7,1948,2005,"Hip","CompShg","other","Wd Sdng","None",0,2,"Gd","CBlock",3,4,2,"BLQ",300,"Unf",0,109,409,"GasA",4,"Y","SBrkr",1325,0,0,1325,0,0,2,0,3,1,3,6,"Typ",1,3,"Detchd",1996,1,2,576,3,"TA","Paved",0,0,0,7,2007,"WD ","Normal",216000,"0",1,0,0,0,0,1,0,0
"2054",2054,905103110,"20","RL",68,11677,"Pave",1,"Lvl","Inside",0,"Sawyer","norm","norm","1Fam","1Story",5,4,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",442,2,"TA","CBlock",3,3,3,"Rec",249,"other",761,30,1040,"GasA",2,"Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,2,6,"Typ",0,0,"Attchd",1966,2,1,264,3,"TA","Paved",NA,0,0,2,2007,"WD ","Normal",123000,"0",1,1,0,0,0,1,0,0
"378",378,527354100,"80","RL",68,14115,"Pave",0,"Lvl","Inside",0,"NWAmes","norm","norm","1Fam","SLvl",7,5,1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",225,2,"TA","CBlock",4,3,3,"GLQ",1036,"Unf",0,336,1372,"GasA",2,"Y","SBrkr",1472,0,0,1472,1,0,2,0,3,1,2,6,"Typ",2,3,"Attchd",1980,1,2,588,3,"TA","Paved",0,0,0,6,2009,"WD ","Normal",187500,"0",1,0,0,0,1,1,0,0
"672",672,535403210,"20","RL",90,10454,"Pave",1,"Lvl","other",0,"NAmes","norm","norm","1Fam","1Story",6,6,1957,1957,"Hip","CompShg","Plywood","Plywood","other",143,2,"TA","CBlock",3,3,1,"Rec",546,"Unf",0,559,1105,"GasA",3,"Y","other",1105,0,0,1105,0,0,1,0,3,1,2,5,"Typ",0,0,"Detchd",1957,1,1,308,3,"TA","Paved",0,0,0,4,2009,"WD ","Normal",135000,"0",1,1,0,0,0,0,0,0
"983",983,923275040,"85","RL",68,9101,"Pave",1,"Lvl","other",0,"Mitchel","norm","norm","1Fam","SFoyer",5,6,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",104,2,"Gd","PConc",4,3,3,"GLQ",1097,"Unf",0,0,1097,"GasA",4,"Y","SBrkr",1110,0,0,1110,1,0,1,0,1,1,3,4,"Typ",1,3,"Attchd",1978,3,2,602,3,"TA","Paved",0,0,0,7,2009,"WD ","Normal",165500,"0",1,0,0,0,1,1,0,0
"2834",2834,908225180,"50","RL",56,6956,"Pave",0,"Lvl","Inside",0,"Edwards","norm","norm","1Fam","1.5Fin",4,7,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"Gd","CBlock",2,3,2,"Unf",0,"Unf",0,624,624,"GasA",4,"Y","SBrkr",624,312,0,936,0,0,1,0,3,1,2,5,"Typ",0,0,"Attchd",1948,1,1,265,3,"Po","Paved",0,0,0,4,2006,"WD ","Normal",97900,"0",1,1,0,0,0,0,0,0
"1033",1033,527380240,"60","RL",68,14311,"Pave",1,"Lvl","other",0,"NWAmes","norm","norm","1Fam","2Story",8,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","BrkFace",402,3,"TA","PConc",4,3,1,"GLQ",1023,"Unf",0,213,1236,"GasA",4,"Y","SBrkr",1236,1104,0,2340,1,0,2,1,4,1,3,9,"Typ",1,4,"Attchd",1996,2,3,787,3,"TA","Paved",4,0,0,6,2008,"WD ","Normal",306000,"0",1,0,0,0,1,1,0,0
"908",908,909175080,"30","RL",60,8400,"Pave",0,"Bnk","Inside",0,"SWISU","norm","norm","1Fam","1Story",2,5,1920,1950,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","CBlock",3,2,1,"Rec",290,"Unf",0,0,290,"GasA",2,"N","other",438,0,0,438,0,0,1,0,1,1,1,3,"Typ",0,0,"Detchd",1930,1,1,246,3,"TA","Unpaved",0,0,0,1,2009,"WD ","Normal",60000,"0",1,1,0,0,0,0,0,0
"1505",1505,908225170,"190","RL",56,6931,"Pave",0,"Lvl","Inside",0,"Edwards","norm","norm","2fmCon","1Story",4,5,1955,1955,"Hip","CompShg","other","Wd Sdng","None",0,2,"TA","CBlock",3,3,3,"ALQ",784,"Unf",0,0,784,"GasA",2,"N","other",784,0,0,784,1,0,1,0,2,1,2,4,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Paved",0,0,0,5,2008,"WD ","Normal",91900,"0",1,1,1,0,1,0,0,0
"153",153,535304180,"20","RL",68,7922,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"Gd","CBlock",3,3,1,"GLQ",731,"Unf",0,326,1057,"GasA",2,"Y","SBrkr",1057,0,0,1057,1,0,1,0,3,1,3,5,"Typ",0,0,"Detchd",1953,1,1,246,3,"TA","Paved",0,0,0,1,2010,"WD ","Abnorml",109000,"0",1,1,0,0,0,1,0,0
"1113",1113,528429050,"20","RL",75,11957,"Pave",1,"Lvl","Inside",0,"Somerst","other","norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",53,3,"TA","PConc",4,3,1,"GLQ",24,"Unf",0,1550,1574,"GasA",4,"Y","SBrkr",1574,0,0,1574,0,0,2,0,3,1,3,7,"Typ",1,4,"Attchd",2006,2,3,824,3,"TA","Paved",0,0,0,7,2008,"WD ","Normal",232000,"0",1,0,0,0,1,1,0,0
"704",704,902134120,"50","other",56,10134,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","1.5Fin",5,5,1910,1950,"Gable","CompShg","other","MetalSd","None",0,2,"TA","BrkTil",2,3,1,"Unf",0,"Unf",0,801,801,"GasA",3,"N","SBrkr",801,646,0,1447,0,0,1,0,3,1,2,6,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Unpaved",0,0,0,7,2009,"WD ","Normal",103000,"1",1,1,1,0,1,0,0,0
"2261",2261,916384070,"20","RL",68,8298,"Pave",1,"HLS","Inside",0,"Timber","norm","norm","1Fam","1Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","other",0,3,"TA","PConc",4,3,3,"GLQ",583,"Unf",0,963,1546,"GasA",4,"Y","SBrkr",1564,0,0,1564,0,0,2,0,2,1,4,6,"Typ",1,4,"Attchd",2207,2,2,502,3,"TA","Paved",0,0,0,9,2007,"New","Partial",267300,"0",1,0,0,0,1,0,0,0
"2417",2417,528221100,"60","RL",105,15578,"Pave",1,"Lvl","other",0,"Gilbert","norm","norm","1Fam","2Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,728,728,"GasA",3,"Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,2,8,"Typ",0,0,"Attchd",2006,2,2,429,3,"TA","Paved",0,0,0,5,2006,"New","Partial",172785,"0",1,1,0,0,0,0,0,0
"1906",1906,534475170,"60","RL",100,9500,"Pave",0,"Lvl","other",0,"NAmes","other","norm","1Fam","2Story",6,6,1964,1978,"Gable","CompShg","VinylSd","VinylSd","other",272,2,"TA","CBlock",3,3,1,"Rec",442,"Unf",0,374,816,"GasA",2,"Y","SBrkr",1127,850,0,1977,0,1,1,1,4,1,2,9,"Typ",1,3,"Attchd",1964,2,2,540,3,"TA","Paved",4,0,0,6,2007,"WD ","Normal",165000,"0",1,0,0,0,0,1,0,0
"1901",1901,534431020,"45","RL",85,12172,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1.5Unf",5,7,1940,1996,"Gable","CompShg","other","HdBoard","None",0,2,"TA","PConc",3,3,1,"LwQ",130,"other",259,433,822,"GasA",2,"Y","SBrkr",908,0,0,908,0,0,1,0,2,1,2,4,"Typ",0,0,"Attchd",1975,1,2,512,3,"TA","Paved",NA,0,0,10,2007,"WD ","Normal",138500,"0",1,1,0,0,1,1,0,1
"2424",2424,528228415,"120","other",68,3072,"Pave",0,"Lvl","Inside",0,"Blmngtn","norm","norm","TwnhsE","1Story",7,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",18,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,1375,1375,"GasA",4,"Y","SBrkr",1414,0,0,1414,0,0,2,0,2,1,3,6,"Typ",1,3,"Attchd",2004,3,2,398,3,"TA","Paved",0,0,0,5,2006,"WD ","Normal",178740,"0",1,0,0,0,1,1,0,0
"679",679,535451170,"90","RL",60,7200,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","Duplex","1Story",4,5,1949,1950,"Gable","CompShg","other","other","None",0,2,"TA","other",0,0,0,"No Basement",0,"other",0,0,0,"other",1,"N","other",1040,0,0,1040,0,0,2,0,2,2,2,6,"Typ",0,0,"Detchd",1956,1,2,420,3,"TA","Paved",0,0,0,6,2009,"WD ","Normal",90000,"0",0,1,0,0,0,0,0,0
"454",454,528174070,"120","RL",34,5122,"Pave",1,"Lvl","Inside",0,"NridgHt","norm","norm","Twnhs","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","other",135,3,"TA","PConc",4,3,3,"GLQ",881,"Unf",0,425,1306,"GasA",4,"Y","SBrkr",1306,0,0,1306,1,0,2,0,1,1,3,5,"Typ",1,4,"Attchd",2005,2,2,624,3,"TA","Paved",0,0,0,3,2009,"WD ","Normal",184500,"0",1,0,0,0,1,1,0,0
"2088",2088,905480090,"50","RL",50,7550,"Pave",0,"Lvl","Inside",0,"Edwards","norm","norm","1Fam","1.5Fin",4,5,1920,1950,"other","CompShg","other","MetalSd","None",0,1,"Fa","BrkTil",3,2,1,"Unf",0,"Unf",0,951,951,"other",1,"N","SBrkr",986,376,0,1362,0,0,2,0,4,1,2,7,"Typ",0,0,"Detchd",1920,1,1,280,2,"TA","Unpaved",NA,0,0,3,2007,"WD ","Normal",96000,"0",1,1,0,0,0,0,0,0
"67",67,528445060,"20","RL",73,8987,"Pave",0,"Lvl","Inside",0,"Somerst","norm","norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",226,3,"TA","PConc",4,3,NA,"Unf",0,"Unf",0,1595,1595,"GasA",4,"Y","SBrkr",1595,0,0,1595,0,0,2,0,2,1,3,6,"Typ",1,4,"Attchd",2005,2,3,880,3,"TA","Paved",0,0,0,5,2010,"WD ","Normal",221500,"0",1,0,0,0,1,0,0,0
"2823",2823,908128100,"60","RL",62,7162,"Pave",0,"Lvl","Inside",0,"Edwards","norm","norm","1Fam","2Story",7,5,2003,2004,"Hip","CompShg","HdBoard","other","BrkFace",190,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,796,796,"GasA",4,"Y","SBrkr",806,918,0,1724,0,0,2,1,3,1,3,8,"Typ",1,4,"BuiltIn",2003,3,2,616,3,"TA","Paved",0,0,0,5,2006,"WD ","Normal",196500,"0",1,0,0,0,1,1,0,0
"1467",1467,907265100,"60","RL",96,11690,"Pave",1,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","2Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",192,3,"TA","PConc",4,3,3,"Unf",0,"Unf",0,850,850,"GasA",4,"Y","SBrkr",886,878,0,1764,0,0,2,1,3,1,3,7,"Typ",1,3,"Attchd",1999,1,2,560,3,"TA","Paved",0,0,0,6,2008,"WD ","Normal",207000,"0",1,0,0,0,1,1,0,0
"2359",2359,527378010,"20","RL",80,10000,"Pave",0,"Lvl","Inside",0,"NWAmes","norm","norm","1Fam","1Story",6,6,1974,1974,"Gable","CompShg","HdBoard","Plywood","BrkFace",176,2,"TA","CBlock",3,3,1,"ALQ",755,"Unf",0,348,1103,"GasA",2,"Y","SBrkr",1103,0,0,1103,0,0,2,0,3,1,2,6,"Typ",0,0,"Attchd",1974,1,2,462,3,"TA","Paved",2,0,0,6,2006,"WD ","Normal",155000,"0",1,1,0,0,1,1,0,0
"1652",1652,527328020,"80","RL",68,10395,"Pave",1,"Lvl","other",0,"NWAmes","norm","norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",233,2,"TA","CBlock",4,3,3,"ALQ",605,"Unf",0,427,1032,"GasA",2,"Y","SBrkr",1032,0,0,1032,0,1,2,0,3,1,2,6,"Typ",1,3,"Attchd",1978,1,2,564,3,"TA","Paved",NA,1,500,7,2007,"WD ","Normal",148000,"0",1,0,0,0,0,0,0,0
"1409",1409,905427050,"50","RL",66,21780,"Pave",0,"Lvl","Inside",0,"Edwards","norm","norm","1Fam","1.5Fin",6,7,1918,1950,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","BrkTil",4,3,2,"Unf",0,"Unf",0,1163,1163,"GasA",4,"Y","SBrkr",1163,511,0,1674,0,0,2,0,4,1,2,8,"Typ",1,4,"Detchd",1955,3,2,396,3,"TA","Unpaved",0,0,0,7,2008,"WD ","Normal",185000,"0",1,0,0,0,1,1,0,1
"1983",1983,902201130,"50","other",50,6000,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","1.5Fin",3,7,1948,2002,"Gable","CompShg","other","MetalSd","None",0,2,"Gd","CBlock",3,3,1,"ALQ",331,"Unf",0,318,649,"GasA",4,"Y","SBrkr",679,504,0,1183,0,0,1,1,2,1,2,6,"Typ",0,0,"Detchd",1981,1,1,308,3,"TA","Paved",0,0,0,6,2007,"WD ","Normal",120000,"0",1,1,0,0,0,1,0,0
"1767",1767,528348030,"60","RL",83,10790,"Pave",0,"Lvl","Inside",0,"NoRidge","norm","norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",275,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,1066,1066,"GasA",4,"Y","SBrkr",1108,1277,0,2385,0,0,2,1,4,1,3,8,"Typ",1,3,"BuiltIn",1998,3,3,600,3,"TA","Paved",0,0,0,5,2007,"WD ","Normal",252000,"0",1,0,0,0,1,1,0,0
"1048",1048,527453160,"160","RL",24,2308,"Pave",0,"Lvl","other",0,"NPkVill","norm","norm","TwnhsE","2Story",6,6,1975,1975,"Gable","CompShg","Plywood","other","None",0,2,"TA","CBlock",4,3,1,"ALQ",286,"other",294,275,855,"GasA",3,"Y","SBrkr",855,601,0,1456,0,0,2,1,4,1,2,7,"Typ",0,0,"Attchd",1975,2,2,460,3,"TA","Paved",0,0,0,5,2008,"WD ","Normal",143000,"0",1,1,0,0,0,0,0,0
